score_hint,journal,tier,domain,published,title,biz_hits,doi,url
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Formulations and an exact algorithm for the Traveling Thief Problem,,10.1016/j.ejor.2026.08.002,https://doi.org/10.1016/j.ejor.2026.08.002
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Optimizing transport operations in a hybrid mobility system for rural-urban transport,,10.1016/j.ejor.2025.12.008,https://doi.org/10.1016/j.ejor.2025.12.008
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Distributionally robust bilevel optimization for last-mile delivery with delivery options and demand steering,,10.1016/j.ejor.2026.08.009,https://doi.org/10.1016/j.ejor.2026.08.009
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Integrated workforce assignment in identical parallel machine scheduling with compressible setup times,,10.1016/j.ejor.2026.08.037,https://doi.org/10.1016/j.ejor.2026.08.037
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Optimal recruitment of temporary and permanent healthcare workers in highly uncertain environments: A long-term scenario,,10.1016/j.ejor.2026.08.017,https://doi.org/10.1016/j.ejor.2026.08.017
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,From cognitive maps to value trees. Supporting conflict transformation and management,,10.1016/j.ejor.2026.08.013,https://doi.org/10.1016/j.ejor.2026.08.013
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Maintenance schedules by conditional inference trees,,10.1016/j.ejor.2026.08.022,https://doi.org/10.1016/j.ejor.2026.08.022
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,On contextual inverse multiobjective problems,,10.1016/j.ejor.2025.12.007,https://doi.org/10.1016/j.ejor.2025.12.007
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Exact clique number manipulation via edge interdiction,,10.1016/j.ejor.2026.07.036,https://doi.org/10.1016/j.ejor.2026.07.036
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Interval optimization coupled with statistical feasibility robust optimization for hydrogen data center microgrid scheduling,,10.1016/j.ejor.2026.08.043,https://doi.org/10.1016/j.ejor.2026.08.043
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Optimal insurance design under distortion risk measures with variance constraint,,10.1016/j.ejor.2026.01.002,https://doi.org/10.1016/j.ejor.2026.01.002
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Network-based optimal control of pollution growth,,10.1016/j.ejor.2026.03.012,https://doi.org/10.1016/j.ejor.2026.03.012
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Industrial incentive design for domestic manufacturing and skill diffusion: Comparing production-linked and cost-sharing schemes,,10.1016/j.ejor.2026.08.004,https://doi.org/10.1016/j.ejor.2026.08.004
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Single-machine scheduling with learning dates,,10.1016/j.ejor.2026.08.033,https://doi.org/10.1016/j.ejor.2026.08.033
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,50 years of revenue management — A European perspective,,10.1016/j.ejor.2026.07.039,https://doi.org/10.1016/j.ejor.2026.07.039
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,On the service time in the close-enough traveling salesman problem,,10.1016/j.ejor.2026.08.001,https://doi.org/10.1016/j.ejor.2026.08.001
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Authorized remanufacturing and financing for capital-constrained contract manufacturers under cap-and-trade regulation,,10.1016/j.ejor.2026.08.012,https://doi.org/10.1016/j.ejor.2026.08.012
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Study of electric vehicle charging scheduling with renewable energy: Offline and stochastic online optimization,,10.1016/j.ejor.2026.01.015,https://doi.org/10.1016/j.ejor.2026.01.015
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Lifted branching: Learning to improve branching strategies,,10.1016/j.ejor.2026.07.046,https://doi.org/10.1016/j.ejor.2026.07.046
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Repeated Near Misses and Risk Perception in Newsvendor Decisions,,10.1016/j.ejor.2026.08.054,https://doi.org/10.1016/j.ejor.2026.08.054
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Increasing competitiveness by imbalanced groups: The example of the 48-team FIFA World Cup,,10.1016/j.ejor.2025.11.025,https://doi.org/10.1016/j.ejor.2025.11.025
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A multitiered framework for competitive flexible production value networks under environmental regulations,,10.1016/j.ejor.2025.12.012,https://doi.org/10.1016/j.ejor.2025.12.012
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Super-efficiency in piecewise Cobb-Douglas technology with flexible endogenous direction,,10.1016/j.ejor.2025.11.019,https://doi.org/10.1016/j.ejor.2025.11.019
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,More is less? The newcomer port’s service diversification under hinterland-transshipment competition and government subsidies,,10.1016/j.ejor.2026.08.029,https://doi.org/10.1016/j.ejor.2026.08.029
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Refining demand accuracy for competing retailers,,10.1016/j.ejor.2026.08.019,https://doi.org/10.1016/j.ejor.2026.08.019
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Logic-based Benders decomposition for additive manufacturing scheduling with sequence-dependent setup times,,10.1016/j.ejor.2026.08.038,https://doi.org/10.1016/j.ejor.2026.08.038
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A general method for the existence of an optimal deterministic contract in moral hazard problems,,10.1016/j.ejor.2025.12.039,https://doi.org/10.1016/j.ejor.2025.12.039
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,A novel equilibrium efficient frontier for evaluating network decision-making units with shared undesirable fixed-sum outputs,,10.1016/j.ejor.2026.08.048,https://doi.org/10.1016/j.ejor.2026.08.048
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Branch-and-cut for mixed-integer robust chance-constrained optimization with discrete distributions,,10.1016/j.ejor.2026.08.027,https://doi.org/10.1016/j.ejor.2026.08.027
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Authorization or outsourcing in OEM–TPR remanufacturing: The impact of grandfathering and benchmarking in emissions trading,,10.1016/j.ejor.2026.08.041,https://doi.org/10.1016/j.ejor.2026.08.041
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Balancing profit and traveller acceptance in ride-pooling personalised fares,,10.1016/j.ejor.2025.12.025,https://doi.org/10.1016/j.ejor.2025.12.025
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,"Assessing operational efficiency, financial stability, and profit efficiency in hotels with negative value observations using firm accounting data",,10.1016/j.ejor.2026.08.003,https://doi.org/10.1016/j.ejor.2026.08.003
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Stuck in the middle: Optimization of long-haul trucking with battery trailer support,,10.1016/j.ejor.2025.12.044,https://doi.org/10.1016/j.ejor.2025.12.044
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Do performances of violin virtuosi fade over time? A response using the Nash collective utility function,,10.1016/j.ejor.2025.12.014,https://doi.org/10.1016/j.ejor.2025.12.014
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Joint arbitrage-free smoothing of American call and put options surfaces,,10.1016/j.ejor.2026.07.049,https://doi.org/10.1016/j.ejor.2026.07.049
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Chance-constrained set multicover problem,,10.1016/j.ejor.2026.07.038,https://doi.org/10.1016/j.ejor.2026.07.038
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-8,Traversal games in K-shell decomposition,,10.1016/j.ejor.2026.07.035,https://doi.org/10.1016/j.ejor.2026.07.035
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A linear-size model for the single picker routing problem with scattered storage,,10.1016/j.ejor.2025.11.002,https://doi.org/10.1016/j.ejor.2025.11.002
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Environmental standards: Examining a regulator’s strategy for setting a deadline,,10.1016/j.ejor.2025.10.045,https://doi.org/10.1016/j.ejor.2025.10.045
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Newsvendor overconfidence and supply uncertainty: Pull-to- or push-from-center?,,10.1016/j.ejor.2025.10.047,https://doi.org/10.1016/j.ejor.2025.10.047
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Addressing uncertainty in coalition structure and profit allocation problems through stochastic programming: insights from the collaborative transportation problem,,10.1016/j.ejor.2026.01.042,https://doi.org/10.1016/j.ejor.2026.01.042
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Integrated production and transportation rescheduling with type-dependent setup times and multiple shipping modes,,10.1016/j.ejor.2026.01.014,https://doi.org/10.1016/j.ejor.2026.01.014
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A Lagrangian relaxation-based heuristic algorithm for multiple agile earth observation satellite scheduling with time-dependent constraint,,10.1016/j.ejor.2025.12.047,https://doi.org/10.1016/j.ejor.2025.12.047
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Collaborative vehicle routing with strategic request acceptance: The impact of profit sharing,,10.1016/j.ejor.2026.07.033,https://doi.org/10.1016/j.ejor.2026.07.033
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Towards greener skies: Optimising taxi-out fuel for aviation emission reduction,,10.1016/j.ejor.2025.12.024,https://doi.org/10.1016/j.ejor.2025.12.024
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,An explainable dynamic programming framework for interpreting optimal condition-based maintenance policies,,10.1016/j.ejor.2026.07.003,https://doi.org/10.1016/j.ejor.2026.07.003
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Evaluating disruption risks at the chokepoints of the maritime transport network to support re-routing decision-making,,10.1016/j.ejor.2026.07.006,https://doi.org/10.1016/j.ejor.2026.07.006
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A branch-And-Cut algorithm for the mixed fleet green vehicle routing problem,,10.1016/j.ejor.2025.11.003,https://doi.org/10.1016/j.ejor.2025.11.003
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Measuring environmental efficiency using refined semi-disposability and inefficiency assumptions of undesirable outputs,,10.1016/j.ejor.2026.07.013,https://doi.org/10.1016/j.ejor.2026.07.013
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,The location set covering disruption problem,,10.1016/j.ejor.2026.07.016,https://doi.org/10.1016/j.ejor.2026.07.016
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Suspense and surprise in European football,,10.1016/j.ejor.2026.07.017,https://doi.org/10.1016/j.ejor.2026.07.017
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,A systems multimethodology framework to address challenges of rural communities implementing ecotourism,,10.1016/j.ejor.2026.07.031,https://doi.org/10.1016/j.ejor.2026.07.031
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,The vehicle routing problem with zone tariffs: A matheuristic framework and insights into detour limit design,,10.1016/j.ejor.2026.07.012,https://doi.org/10.1016/j.ejor.2026.07.012
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,An enhanced graphical method for distributed job shop scheduling problems,,10.1016/j.ejor.2026.07.030,https://doi.org/10.1016/j.ejor.2026.07.030
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Combining convex regression with the regression discontinuity design: Effectiveness of e-scooter providers during the Covid-19 lockdown,,10.1016/j.ejor.2025.11.011,https://doi.org/10.1016/j.ejor.2025.11.011
0,European Journal of Operational Research,ABS4/CCF-B,运营/供应链,2026-7,Robust policies for a multi-period fleet sizing problem with demand uncertainty,,10.1016/j.ejor.2025.12.028,https://doi.org/10.1016/j.ejor.2025.12.028
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Discovering Antagonistic Near-Balanced Dense Subgraphs in Signed Networks,,10.1109/tkde.2026.3703775,https://doi.org/10.1109/tkde.2026.3703775
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Comprehensive Survey of Knowledge-Based Visual Question Answering Systems: The Lifecycle of Knowledge in Visual Reasoning Task,,10.1109/tkde.2026.3699946,https://doi.org/10.1109/tkde.2026.3699946
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,K Graph Centers,,10.1109/tkde.2026.3701456,https://doi.org/10.1109/tkde.2026.3701456
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Online Learning in Open Data Space,,10.1109/tkde.2026.3708299,https://doi.org/10.1109/tkde.2026.3708299
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,"Data-Centric Challenges, Techniques, and Impacts: A Survey on Image Data Perturbation",,10.1109/tkde.2026.3709786,https://doi.org/10.1109/tkde.2026.3709786
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Query Refinement for Radius-Bounded $k$-Core Queries,,10.1109/tkde.2026.3702049,https://doi.org/10.1109/tkde.2026.3702049
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Efficient Structure-Aware Discrete Clustering via Multi-Order Anchor Graphs,,10.1109/tkde.2026.3700798,https://doi.org/10.1109/tkde.2026.3700798
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,ExMe: Keep Improving With Extrapolation and Merging,,10.1109/tkde.2026.3708509,https://doi.org/10.1109/tkde.2026.3708509
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,TAP: Time Series Anomaly Prediction via Adaptive Period Modeling and Dual Representation Learning,,10.1109/tkde.2026.3691368,https://doi.org/10.1109/tkde.2026.3691368
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Behavior and Sublinear Algorithm for Opinion Disagreement on Noisy Social Networks,,10.1109/tkde.2026.3680940,https://doi.org/10.1109/tkde.2026.3680940
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,On the Interplay of Explainability and Fairness in AI: A Survey,,10.1109/tkde.2026.3706635,https://doi.org/10.1109/tkde.2026.3706635
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Low-Rank Perspective on Similarity Matrix Completion,,10.1109/tkde.2026.3702548,https://doi.org/10.1109/tkde.2026.3702548
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,CONDEN-FI: Consistency and Diversity Learning-Based Multi-View Unsupervised Feature and Instance Co-Selection,,10.1109/tkde.2026.3700726,https://doi.org/10.1109/tkde.2026.3700726
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Robust Tensor Decomposition Under Multi-Mode Outlier Corruptions,,10.1109/tkde.2026.3687121,https://doi.org/10.1109/tkde.2026.3687121
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Clustering Algorithm Based on Dual-Perspective Adaptive Conical Information Granules,,10.1109/tkde.2026.3708513,https://doi.org/10.1109/tkde.2026.3708513
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Dual Correction Guarantee Mechanism for Numerical Label Noise,,10.1109/tkde.2026.3708662,https://doi.org/10.1109/tkde.2026.3708662
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,EnsDiffAD: Ensemble Diffusion Models for Multivariate Time Series Anomaly Detection,,10.1109/tkde.2026.3708334,https://doi.org/10.1109/tkde.2026.3708334
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,TFT-GCN: A Time-Frequency Based Model for Time Series Anomaly Detection,,10.1109/tkde.2026.3707947,https://doi.org/10.1109/tkde.2026.3707947
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Dynamic Anchor-Based One-Step Hypergraph Ensemble Clustering,,10.1109/tkde.2026.3710223,https://doi.org/10.1109/tkde.2026.3710223
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Evolution Rather Than Degradation: Structure-Guided Elastic Consensus Learning for Multimodal Knowledge Graph Completion,,10.1109/tkde.2026.3710321,https://doi.org/10.1109/tkde.2026.3710321
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Threefold Consensus-Driven Anchor Alignment for Efficient Multi-View Clustering,,10.1109/tkde.2026.3710572,https://doi.org/10.1109/tkde.2026.3710572
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Multi-Kernelized Fuzzy Granular Outlier Detector,,10.1109/tkde.2026.3708765,https://doi.org/10.1109/tkde.2026.3708765
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,LSPC-LA: Local Structure Preserving Clustering With Learnable Anchors,,10.1109/tkde.2026.3686800,https://doi.org/10.1109/tkde.2026.3686800
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Meta Relation-Aware Metric Learning Framework for Few-Shot Uncertain Knowledge Graph Completion,,10.1109/tkde.2026.3692238,https://doi.org/10.1109/tkde.2026.3692238
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,State of the Union: Toward Reproducible Performance Evaluations in Federated Learning,,10.1109/tkde.2026.3697810,https://doi.org/10.1109/tkde.2026.3697810
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,Beyond Spatial Privacy: Protecting Trajectories With Spatio-Temporal Differential Privacy,,10.1109/tkde.2026.3690781,https://doi.org/10.1109/tkde.2026.3690781
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-9,A Parameter-Free Multi-View Clustering Framework With Adaptive Anchors for Large-Scale Data,,10.1109/tkde.2026.3700824,https://doi.org/10.1109/tkde.2026.3700824
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Filtering and Accelerating: A Unified Framework for High-Performance Persistence Estimation,,10.1109/tkde.2026.3695579,https://doi.org/10.1109/tkde.2026.3695579
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Zero-Shot Cellular Trajectory Map Matching,,10.1109/tkde.2026.3681970,https://doi.org/10.1109/tkde.2026.3681970
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,MuDPK: Knowledge Distillation With Multi-Granularity and Dynamic Priors for Graph Classification,,10.1109/tkde.2026.3684254,https://doi.org/10.1109/tkde.2026.3684254
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Reducing I/O Amplification for Key-Value Stores With a Log-Assisted Log-Structured Merge Tree,,10.1109/tkde.2026.3699948,https://doi.org/10.1109/tkde.2026.3699948
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,MORTIS: Towards Multi-Modal and Multi-Scale Federated Knowledge Graph Completion,,10.1109/tkde.2026.3689321,https://doi.org/10.1109/tkde.2026.3689321
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,DINMamba: Data Inpainting Recursive Hierarchical Mamba Network for Cloud-Induced Extensive Missing Area in Sea Surface Temperature Imagery,,10.1109/tkde.2026.3698953,https://doi.org/10.1109/tkde.2026.3698953
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,FocusKG: A Novel Multimodal Knowledge Graph Dataset With Temporal Information for Link Prediction,,10.1109/tkde.2026.3698924,https://doi.org/10.1109/tkde.2026.3698924
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Boosting Spatially Resolved Transcriptomics Data Clustering via Multi-View Information Rebalance Learning,,10.1109/tkde.2026.3700812,https://doi.org/10.1109/tkde.2026.3700812
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Test-Time Learning for Outlier Detection,,10.1109/tkde.2026.3689274,https://doi.org/10.1109/tkde.2026.3689274
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,MolReFlect: Toward In-Context Fine-Grained Alignments Between Molecules and Texts,,10.1109/tkde.2026.3689445,https://doi.org/10.1109/tkde.2026.3689445
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Enhancing Knowledge Tracing via Breakpoint-Aware Sequence Augmentation,,10.1109/tkde.2026.3700199,https://doi.org/10.1109/tkde.2026.3700199
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Knowledge Aware State-Space Capsule Network for Multivariate Time Series Classification,,10.1109/tkde.2026.3692700,https://doi.org/10.1109/tkde.2026.3692700
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,MST-DHC: A User-Friendly Hyperparameter-Free and Cluster-Size Balanced Clustering Algorithm,,10.1109/tkde.2026.3701540,https://doi.org/10.1109/tkde.2026.3701540
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Accelerating Top-K Subgraph Matching With Topology-Aware Pruning and Parallel Processing,,10.1109/tkde.2026.3702627,https://doi.org/10.1109/tkde.2026.3702627
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,DSPL: Dual-Space Prompt Learning With Context Bias Decoupling for Open Set Recognition,,10.1109/tkde.2026.3692613,https://doi.org/10.1109/tkde.2026.3692613
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Memory Is No Longer a Bottleneck: Memory-Efficient Graph Filtering for Scalable Collaborative Filtering,,10.1109/tkde.2026.3704986,https://doi.org/10.1109/tkde.2026.3704986
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Horizontal Multi-Party Data Publishing Under Differential Privacy via Weight-Aware Bidirectional Generative Adversarial Networks,,10.1109/tkde.2026.3682337,https://doi.org/10.1109/tkde.2026.3682337
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,A Knowledge-Based Semi-Supervised Crystal Property Prediction Framework With Consistency Regularization,,10.1109/tkde.2026.3701591,https://doi.org/10.1109/tkde.2026.3701591
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Fragmented Graph Pattern Matching on Large Graphs,,10.1109/tkde.2026.3700606,https://doi.org/10.1109/tkde.2026.3700606
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Hybrid Plans for Query Optimization in HTAP Systems,,10.1109/tkde.2026.3701387,https://doi.org/10.1109/tkde.2026.3701387
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,ICAD: Rethinking the Role of Inference and Cues for the Anomaly Detection of Time Series in IIoT,,10.1109/tkde.2026.3682751,https://doi.org/10.1109/tkde.2026.3682751
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Multi-Objective Joint Optimization of Deep Network: For Online Learning of Streaming Data With Concept Drift,,10.1109/tkde.2026.3699402,https://doi.org/10.1109/tkde.2026.3699402
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Toward Scalable Multi-View Clustering Without Predefined Clusters via Inter-Anchor Graph Learning,,10.1109/tkde.2026.3699654,https://doi.org/10.1109/tkde.2026.3699654
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,SOPP-Miner: Stable Distribution Order-Preserving Pattern Mining for Time Series,,10.1109/tkde.2026.3692778,https://doi.org/10.1109/tkde.2026.3692778
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Memory Efficient Very-Large Colored Subgraph Detection,,10.1109/tkde.2026.3705310,https://doi.org/10.1109/tkde.2026.3705310
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Automated Transformation of Temporal Conceptual Models Into Cassandra Schemas,,10.1109/tkde.2026.3694568,https://doi.org/10.1109/tkde.2026.3694568
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,TypiCD: Cognitive Diagnosis via Problem-Type-Guided Bias Correction,,10.1109/tkde.2026.3704627,https://doi.org/10.1109/tkde.2026.3704627
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,DUAL-Know: A Description-Augmented and Uncertainty-Aware GraphRAG Framework for Anesthesiology Question Answering,,10.1109/tkde.2026.3700611,https://doi.org/10.1109/tkde.2026.3700611
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Adaptive Unsupervised Anomaly Detection for Low-Quality Multivariate Time-Series Data,,10.1109/tkde.2026.3700672,https://doi.org/10.1109/tkde.2026.3700672
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Unsupervised Feature Selection Using Fuzzy Graph Momentum Random Walk in Bi-Level Granular-Ball Knowledge Space,,10.1109/tkde.2026.3700270,https://doi.org/10.1109/tkde.2026.3700270
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Deep Multi-View Clustering via Dynamic Anchors-Driven Global Structure Exploration,,10.1109/tkde.2026.3692996,https://doi.org/10.1109/tkde.2026.3692996
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-8,Semi-Supervised Adaptive Fast XGBoost for Multiclass Stream Classification,,10.1109/tkde.2026.3692580,https://doi.org/10.1109/tkde.2026.3692580
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,HGOOD-D: Hyperbolic Hierarchical Exploration for Graph Out-of-Distribution Detection,,10.1109/tkde.2026.3690579,https://doi.org/10.1109/tkde.2026.3690579
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,AdaPush: An Adaptive Push Framework for Graph-Propagation Based Node Similarity Computation,,10.1109/tkde.2026.3681914,https://doi.org/10.1109/tkde.2026.3681914
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Maximal Prevalent Region Identification and Classification for Spatial Co-location Patterns,,10.1109/tkde.2026.3682605,https://doi.org/10.1109/tkde.2026.3682605
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Efficient Densest Flow Queries in Transaction Flow Networks,,10.1109/tkde.2026.3669778,https://doi.org/10.1109/tkde.2026.3669778
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Influence Persistence Maximization in Temporal Social Networks,,10.1109/tkde.2026.3690643,https://doi.org/10.1109/tkde.2026.3690643
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Unsupervised Concept Drift Detector for Data Streams With Varying Feature Spaces,,10.1109/tkde.2026.3681605,https://doi.org/10.1109/tkde.2026.3681605
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Multi-Label Feature Selection Under Coverage Imbalance and Feature Redundancy,,10.1109/tkde.2026.3689192,https://doi.org/10.1109/tkde.2026.3689192
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Enhancing Federated Domain Generalization by Data Influences on Global Model Update,,10.1109/tkde.2026.3691040,https://doi.org/10.1109/tkde.2026.3691040
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,Disentangled Graph Prompting for Out-Of-Distribution Detection,,10.1109/tkde.2026.3678022,https://doi.org/10.1109/tkde.2026.3678022
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,From Few-Shot to Zero-Shot: Towards Generalist Graph Anomaly Detection,,10.1109/tkde.2026.3691902,https://doi.org/10.1109/tkde.2026.3691902
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,MESE: Mining Emotional and Semantic Evolution From User Comments for Fake News Detection,,10.1109/tkde.2026.3690971,https://doi.org/10.1109/tkde.2026.3690971
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,MGDN: A Graph of Graphs Neural Network for Malware Detection,,10.1109/tkde.2026.3689176,https://doi.org/10.1109/tkde.2026.3689176
0,IEEE TKDE,CCF-A 期刊,信息系统/电商,2026-7,CECKG: A Credible Entity Classification Method for Knowledge Graph,,10.1109/tkde.2026.3688922,https://doi.org/10.1109/tkde.2026.3688922
